Unnamed: 0,sentence,label,score
0,"before getting into questions of small business growth, let me focus on the big picture.",LABEL_2,0.994965672492981
1,"growth of all american business, small and large alike, depends on a healthy economy.",LABEL_2,0.925375759601593
2,"for monetary policy, it means continued efforts to stabilize prices and to keep unemployment as low as possible consistent with stable prices.",LABEL_0,0.9984893798828125
3,"it is at the local level that the often rough and risky game of small business development, job creation, innovation, and productivity improvement plays out.",LABEL_2,0.9667112231254578
4,"it is here that small retailers, service providers, and suppliers get their start and provide employment opportunities--often the first jobs for many--for workers with a broad range of skills and experience.",LABEL_2,0.9021428227424622
5,"in poorer neighborhoods and communities, small business development provides everyday retail and commercial services and employment opportunities.",LABEL_2,0.6753064393997192
6,"the development and growth of small firms at the neighborhood level often contribute to community revitalization, help stabilize real estate values, and provide impetus for additional investments by business, government, homeowners, and homebuyers.",LABEL_2,0.7858890295028687
7,"the competition for small business loans and services also has been spurred by the growth and diversity of nonbank lenders, from companies as large as ge capital to small community-development financial institutions and microloan networks that feature revolving loan funds and intensive technical assistance for very small firms.",LABEL_0,0.9717247486114502
8,"other financial assistance programs given the importance of small businesses to our economy and our communities, it is hardly surprising that a broad array of other financial and technical assistance programs have been created to foster small business growth.",LABEL_0,0.9433821439743042
9,this helps the customers become sound borrowers with growth potential.,LABEL_1,0.9553436636924744
10,"to the extent that research can help pinpoint the most cost-effective techniques for small business growth, it can help stimulate greater interest in technical assistance for small businesses.",LABEL_2,0.9571820497512817
11,"third, most financial institutions are painfully aware of the need to remain on the forefront of technologies that enhance their own business capacity and improve productivity.",LABEL_2,0.9424103498458862
