Unnamed: 0,sentence,label,score
0,this kind of comprehensive outreach on monetary policy is new for the fed.,LABEL_2,0.9546629190444946
1,"for many decades, there was a sense at the board that the public wasn't interested or willing to dive into the complexities of monetary policy.",LABEL_2,0.9956167340278625
2,"when we communicate our views on the economic outlook and our expectations for where interest rates may be heading, consumers and businesses take that information into account when making decisions on spending, investment, and hiring.",LABEL_2,0.9834939241409302
3,"we want to hear from people, from different parts of the country and different sectors of the economy, about how monetary policy affects them and their communities.",LABEL_2,0.9732763767242432
4,"and, hearing a broad range of perspectives on these issues will help us make good decisions as we consider new approaches to monetary policy.",LABEL_2,0.8957945108413696
5,"i come from a background in farming and ranching, so, naturally, i am interested in hearing the st. louis fed's agriculture industry council's priorities for the monetary policy review.",LABEL_2,0.998163640499115
6,"i want to know, for example, how monetary policy affects rural communities, like the one i come from in kansas, but i also want to know how it affects urban communities.",LABEL_2,0.9423092007637024
7,"our monetary policy review will have implications for financial markets, but we also want to know more about what the effect will be on main streetâ€”which, by the way, happens to be the name of the street where my family's bank is located, in council grove, kansas.",LABEL_0,0.567192792892456
8,and we will continue these listening sessions for the rest of this year as we consider possible changes to the federal reserve's approach to monetary policy.,LABEL_0,0.9519245624542236
9,the two goals for monetary policyâ€”maximum employment and stable pricesâ€”are determined by the congress and are not subject to our review.,LABEL_2,0.9955295920372009
10,"for many years, inflation has run modestly below our 2 percent objective.",LABEL_0,0.9987106919288635
11,"given that, it would be helpful to hear from you whether you think the federal open market committee should consider strategies that aim to have inflation exceed our target for a time, to make up for the earlier period of time when it fell short.",LABEL_2,0.9072860479354858
12,or would that threaten the decades of success the fed has had keeping the public's expectations for inflation low and stable?,LABEL_0,0.8390606641769409
13,a related question concerns the fed's existing toolkit for monetary policy.,LABEL_2,0.9969356656074524
14,"currently, our policy levers include setting interest rates, adjusting the size and composition of our balance sheet, and communicating the expected future path of policy.",LABEL_2,0.9985591769218445
15,"your perspectives on questions like these are a vital part of this monetary policy review, so i want to thank you, again, for your time and your contribution.",LABEL_2,0.9922757148742676
