Unnamed: 0,sentence,label,score
0,"as a central banker, my focus will be on the challenges this slowdown poses for monetary policymakers.",LABEL_0,0.9975150227546692
1,"monetary policy responses will also vary, even when confronted by the same circumstances, because of differences in the structure of our economies, differences in the mandates under which central banks operate, related differences in strategies that guide the implementation of their policies, and limits on the ability of some central banks to engage in expansionary policy.",LABEL_2,0.8880175948143005
2,the most obvious is the rise in oil prices.,LABEL_1,0.9988241791725159
3,"to an important extent, it was a revision to tech-sector prospects that led equity prices lower.",LABEL_0,0.9976905584335327
4,monetary policy has responded in a timely fashion in the united states and some other countries.,LABEL_1,0.6121378540992737
5,the next linkage is through exchange rate movements.,LABEL_2,0.9926479458808899
6,"to a first approximation, exchange rate developments do not affect the magnitude of the slowdown, but they do affect the distribution of the slowdown around the world.",LABEL_2,0.9898571372032166
7,"normally, we would expect the exchange rate in the country slowing down to depreciate, more so if the country was aggressively cutting policy interest rates.",LABEL_0,0.9984158277511597
8,"and, we would expect even more depreciation, if concerns about returns on capital were sharply depressing equity prices.",LABEL_0,0.9957364201545715
9,"the income-induced decline in interest rates, and hence depreciation in exchange rates, ordinarily plays the role of a built-in stabilizer in the country slowing down, but it also spreads the slowdown around the world.",LABEL_0,0.9986221194267273
10,"following this logic, a slowing of the u.s. economy, a decline in expected profits, and a correction of asset prices should have weakened the dollar.",LABEL_0,0.9973626136779785
11,the current slowdown in the united states is expected to be only temporary and capital flows may be influenced more by differentials in long-term growth prospects than by shorter-run cyclical fluctuations.,LABEL_2,0.9956896305084229
12,the prospect of a return to robust growth in the united states that is above the longer-run expected rate of growth in europe may therefore continue to favor dollar-denominated assets.,LABEL_0,0.7779533863067627
13,"proponents of this view cite the continued need for significant progress in several core euro-area countries on structural reform, especially in labor markets, as an indication that the euro area may not be on the verge of an acceleration in productivity to close the growth gap with the united states.",LABEL_2,0.7970218062400818
14,"even though exchange rate movements have thus far tended to damp rather than reinforce the direct-trade effects, the spillover from the u.s. slowdown to global growth seems to me larger than expected, not smaller.",LABEL_2,0.9867900013923645
15,but the apparent strength of the spillover from the u.s. slowdown may also suggest the existence of important additional linkages beyond the income and exchange rate induced changes in trade.,LABEL_2,0.9949887990951538
16,"for example, the gross cross-border investment position of the united states grew at an annual rate of almost 19 percent per year during the second half of the 1990s--more than three times the growth rate for nominal gross domestic product.",LABEL_1,0.7412532567977905
17,"finally, the importance of international firms has increased over the same time period and the correlation among the share prices of international firms is somewhat higher than for domestic firms.2 the global equity correction, in any case, means that negative wealth effects are shared around the world.",LABEL_0,0.9927816390991211
18,"however, in most countries the stock market capitalization relative to gdp is decidedly lower than in the united states, resulting in generally much more modest effects on aggregate demand for given percentage declines in wealth.",LABEL_0,0.9814743399620056
19,"the greatest risk, in my view, would arise from a sharper-than-expected slowdown in the united states--either an outright recession or a more persistent period of very low growth.",LABEL_0,0.9988113641738892
20,a second risk--and this might well be part of the story behind the first--would be an aggravation of the current slowdown in the united states and globally as slower growth triggered an abrupt unwinding of pre-existing financial and other imbalances.,LABEL_0,0.9988590478897095
21,"in this case, the continuing retrenchment in high-tech investment could suppress economic growth for a longer period.",LABEL_0,0.9991188645362854
22,another possible imbalance that continues to receive a lot of attention around the world is the large and still rising u.s. current account deficit.,LABEL_1,0.9976473450660706
23,"that deficit is, of course, simply the other side of the massive capital flows to the united states to take advantage of the higher perceived return there.",LABEL_1,0.7305529117584229
24,"the most benign adjustment would be for the euro area and other countries to benefit from an acceleration in productivity, much as the united sates has enjoyed.",LABEL_2,0.9974979758262634
25,"this would lead to a reversal of capital flows and depreciation of the dollar, with income and relative price effects contributing to a moderation in the u.s. current account deficit.",LABEL_1,0.5796917080879211
