Unnamed: 0,sentence,label,score
0,"deposit interest rates in the united states were fixed by regulators until the 1970s and rarely changed, so that fixed-rate, term loans did not create significant income volatility.",LABEL_2,0.8941431641578674
1,"by the end of the 1970s, however, bankers in the united states were faced simultaneously with deregulation of interest rates on deposits and rising interest rates due to the prevailing high inflation.",LABEL_1,0.9988431334495544
2,"in 1980, price and credit controls that were enacted to curb inflation further increased market volatility.",LABEL_1,0.8242725133895874
3,bankers found themselves paying higher rates on outstanding six-month certificates of deposit than they received as interest on prime-rate loans when money market interest rates fell 800 basis points from march to june.,LABEL_0,0.9763507843017578
4,scenarios were created to determine the sensitivity of net interest income to varying interest rates and loan and deposit growth patterns.,LABEL_2,0.9983900785446167
5,loans could be securitized so that term-loan volume that exceeded fixed-rate funding could be sold to investors who would bear the risk of rising interest rates.,LABEL_1,0.9960089921951294
6,securitization also meant that banks were better able to manage the periodic swings in liquidity when loan demand grew beyond the flow of new deposits.,LABEL_2,0.5384469628334045
7,"banks can now use interest rate-based derivatives--options, futures, forwards, and so on--to mitigate their exposures by changing the timing of interest-rate effects on net interest income.",LABEL_0,0.9077234268188477
8,"however, the risk report would show much more extensive information, such as the term and interest rate of the assets, their credit quality, and the range of values the portfolio would take under alternative future scenarios.",LABEL_2,0.9992425441741943
9,"the user of the report could tell if changes in value were due to declining credit quality, rising interest rates, or sales or payoffs of loans.",LABEL_2,0.5521052479743958
