Unnamed: 0,sentence,label,score
0,"for example, a new loan product may increase interest rate risk if the asset/liability rate sensitivity increases.",LABEL_1,0.9987470507621765
1,"an institution could consider restructuring the duration of its investment portfolio, selling loans to other investors, or initiating a campaign to attract deposits with a repricing structure closer to the loan product--all of which could reduce the interest rate risk.",LABEL_0,0.9983957409858704
2,the examples i have just given reflect interest rate and operational risks.,LABEL_1,0.46787896752357483
3,"for example, a decline in interest rates may increase interest-rate risk if it causes fixed-rate loans to be prepaid unexpectedly.",LABEL_0,0.9987027645111084
4,"additionally, the interest rate drop may stimulate a surge in new loan originations and that could cause lending staff to make errors as it copes with the increased workload.",LABEL_0,0.98536616563797
5,"on the other hand, breakdowns in loan underwriting standards due to the retirement of an experienced loan manager who is replaced by an unproven lender can occur throughout the interest rate cycle.",LABEL_0,0.9070291519165039
6,"experienced risk managers understand the need to carefully consider the risks should the housing market slow, interest rates change, or unemployment rise.",LABEL_0,0.996139407157898
7,these include the risks that borrowers will not have sufficient income in the future to manage substantial payment increases and that continued home price appreciation may not provide a sufficient equity cushion to minimize losses in foreclosure.,LABEL_0,0.961315929889679
8,"supervisors have also observed that lenders are increasingly combining nontraditional mortgage loans with ""risk layering"" practices--such as by not evaluating the borrower's ability to meet increasing monthly payments when amortization begins or when interest rates on adjustable rate mortgages rise due to indexing or at the end of a ""teaser"" rate period.",LABEL_1,0.9897831678390503
9,"it reminds lenders of the importance of assessing a borrower's ability to repay the loan, both now and when amortization begins and interest rates rise.",LABEL_1,0.9975467920303345
10,subprime mortgages typically carry higher interest rates than prime loans.,LABEL_1,0.9980683922767639
11,"and given prepayment penalties, home price appreciation slowing significantly and capital market investors becoming more conservative, some borrowers may be having more difficultly in refinancing to avoid foreclosure.",LABEL_0,0.9964991211891174
