Unnamed: 0,sentence,label,score
0,"main menu toggle button sections search toggle button search search submit button submit aboutthe fed structure of the federal reserve system purposes & functions board members advisory councils federal reserve banks federal reserve act currency board meetings board votes diversity & inclusion careers do business with the board holidays observed - k.8 contact requesting information (foia) faqs economic education fed financial statements innovation news& events press releases speeches testimony calendar videos photo gallery conferences monetarypolicy federal open market committee about the fomc meeting calendars and information transcripts and other historical materials faqs monetary policy principles and practice notes policy implementation policy normalization policy tools reports monetary policy report beige book quarterly report on federal reserve balance sheet developments review of monetary policy strategy, tools, and communications overview supervision& regulation institution supervision community & regional financial institutions large financial institutions foreign banking organizations financial market utilities consumer compliance reports federal reserve supervision and regulation report reporting forms all reporting forms recent updates information collections under review financial statements applications/structure change federal financial institutions examination council (ffiec) municipal & government securities supervision & regulation letters by year by topic banking applications & legal developments application process board & reserve bank action enforcement actions & legal developments regulatory resources regulations manuals basel regulatory framework volcker rule education, training, and assistance banking & data structure beneficial ownership reports large commercial banks u.s. offices of foreign entities financial holding companies interstate branching securities underwriting & dealing subsidiaries minority depository institutions paymentsystems regulations & statutes regulation cc (availability of funds and collection of checks) regulation ii (debit card interchange fees and routing) regulation hh (financial market utilities) other regulations and statutes payment policies federal reserve's key policies for the provision of financial services overnight overdrafts payment system risk sponsorship for priority telecommunication services reserve bank payment services & data automated clearinghouse services check services currency and coin services daylight overdrafts and fees fednow service fedwire funds services fedwire securities services fiscal agency services national settlement service financial market utilities & infrastructures supervision & oversight of financial market infrastructures designated financial market utilities international standards for financial market infrastructures research, committees, and forums payment research federal reserve payments study (frps) payments system policy advisory committee forums economicresearch working papers and notes finance and economics discussion series (feds) feds notes international finance discussion papers (ifdp) meet the economists models and tools frb/us model estimated dynamic optimization (edo) model survey of consumer finances (scf) data data download program bank assets and liabilities aggregate reserves of depository institutions and the monetary base - h.3 assets and liabilities of commercial banks in the u.s. - h.8 assets and liabilities of u.s.",LABEL_2,0.9920346736907959
1,corporations dealer financing terms senior credit officer opinion survey on dealer financing terms exchange rates and international data foreign exchange rates - h.10/g.5 international summary statistics securities holdings and transactions statistics reported by banks and other financial firms in the united states structure and share data for u.s. offices of foreign banks financial accounts financial accounts of the united states - z.1 household finance consumer credit - g.19 household debt service and financial obligations ratios mortgage debt outstanding survey of consumer finances (scf) survey of household economics and decisionmaking industrial activity industrial production and capacity utilization - g.17 interest rates selected interest rates - h.15 micro data reference manual (mdrm) micro and macro data collections money stock and reserve balances factors affecting reserve balances - h.4.1 money stock measures - h.6 other yield curve models and data consumers& communities regulations community reinvestment act (cra) all regulations supervision & enforcement ca letters enforcement actions independent foreclosure review community development housing and neighborhood revitalization small business and entrepreneurship employment and workforce development community development finance rural community and economic development conferences research & analysis survey of household economics and decisionmaking research publications & data analysis community advisory council consumer resources mortgage and foreclosure resources federal reserve community development resources home news & events speeches speech please enable javascript if it is disabled in your browser or access the information through the links provided below.,LABEL_2,0.9960585832595825
2,"japan's transition to an economic powerhouse was followed by the rapid ascent of the asian tigers, and subsequently by china taking a prominent place on the world economic stage.1 since the beginning of this decade, asia has accounted for more than one-third of the world's economic growth, raising its share of global gross domestic product (gdp) from 28 percent to 32 percent.2 importantly, its economic success has resulted in large-scale reductions in poverty and substantial improvements in the standards of living of hundreds of millions of people.",LABEL_2,0.9816728830337524
3,"notwithstanding this consensus, the considerable progress of these countries in developing domestic institutions, policies, and industrial capacity--together with their strong growth in the initial phase of the ongoing global financial crisis--led some to speculate that the asian economies had ""decoupled"" from the advanced economies of north america and europe.",LABEL_0,0.9961557388305664
4,"for both asia and the united states, perhaps the greatest medium-term challenge is to achieve more balanced growth and, in the process, to further reduce global imbalances.",LABEL_0,0.8703358173370361
5,"although global financial markets, including asian markets, deteriorated sharply following the start of the crisis, asia's recovered swiftly, with equity prices reaching new highs early in the fourth quarter of that year.",LABEL_2,0.9966474175453186
6,"moreover, economic activity in the region continued to expand.",LABEL_1,0.9618651270866394
7,"by the second quarter of 2008, many of the region's economies were slowing, and growth in hong kong, singapore, and taiwan--small, open economies particularly sensitive to shifts in global conditions--had ground to a halt.",LABEL_0,0.6537203192710876
8,"concerted international action prevented a global financial meltdown, but the effects of the crisis on asset prices, credit availability, and consumer and business confidence resulted in sharp declines in demand and production worldwide.",LABEL_0,0.9988991022109985
9,"reflecting this worsening economic climate, asian gdp growth slowed further in the second half of 2008.",LABEL_0,0.9983940720558167
