Unnamed: 0,sentence,label,score
0,"i focus on the change in the consensus forecast because, in my judgment, it is the revision in the outlook for 1999 in response to recent developments in the global economy and domestic financial markets that justified the recent easing of monetary policy.",LABEL_0,0.998526394367218
1,then i will conclude with a discussion of the implications of the outlook for monetary policy.,LABEL_2,0.9973940849304199
2,"the key here is to explain the rapid change in the posture of monetary policy--from a stance of asymmetric toward tightening just a few months ago, to symmetric, and then to an easing.",LABEL_0,0.9971412420272827
3,let me emphasize that the views on the economic outlook and monetary policy i present this morning are my own.,LABEL_2,0.9970139265060425
4,"the bottom line is that you forecast a benign slowdown that unwinds some of the tightness in labor markets, while sustaining growth and maintaining modest inflation.",LABEL_2,0.9976274371147156
5,your forecast also presumes a flexible monetary policy that responds to changing conditions and effectively promotes such an outcome.,LABEL_0,0.9738906025886536
6,"judging from the path of the treasury bill rate, the blue chip forecast assumed no change in monetary policy through 1999.",LABEL_2,0.9952910542488098
7,"so, the nabe forecast was slightly weaker, but just offset by its assumption of a policy easing, leaving the forecasts for growth over 1999 identical in both cases.",LABEL_2,0.8690935373306274
8,"more likely, it reflects the fact that during this period, there have also been continuing upside surprises with respect to domestic demand.",LABEL_2,0.980097234249115
9,"as a result, the upward revisions to the forecast for domestic demand may have just offset downward revisions to the forecast for net exports.",LABEL_2,0.9674198031425476
10,"more recently, it also appears to reflect your confidence in monetary policy, a theme that i will return to later.",LABEL_0,0.989017903804779
11,a soft landing is achieved if growth slows to trend just as the economy converges to potential output.,LABEL_2,0.9992082715034485
12,"in this case, growth has to slow to a below-trend rate until actual output again converges to potential, at which point growth returns to and remains at trend.",LABEL_2,0.999269962310791
13,"the characterization of the forecast as a reverse soft landing hinges on the interpretation that the unemployment rate is initially below nairu and that growth slows below trend going forward, allowing the transition back toward nairu.",LABEL_0,0.9887977242469788
14,"while this is consistent with your estimates of nairu and trend growth, i was, nevertheless, surprised that your estimate of nauru was as low as it was, 4.9%, and that your estimate of trend growth, 2.7%, was as high as it was.",LABEL_2,0.9982377290725708
15,the qualitative features of the reverse soft landing scenario in your forecast are slowing growth and rising inflation.,LABEL_1,0.7714491486549377
16,"there is a hint of stagflation in your forecast--below-trend growth and rising unemployment, on the one hand, and rising inflation on the other.",LABEL_1,0.9958455562591553
