,sentence
0,"At the Federal Reserve, we are strongly committed to achieving the monetary policy goals that Congress has given us: maximum employment and price stability."
1,Today my colleagues on the FOMC and I kept interest rates near zero and maintained our sizable asset purchases.
2,"These measures, along with our strong guidance on interest rates and on our balance sheet, will ensure that monetary policy will continue to deliver powerful support to the economy until the recovery is complete."
3,"Since the beginning of the year, indicators of economic activity and employment have strengthened."
4,"As with overall economic activity, conditions in the labor market have continued to improve."
5,"Employment rose 916,000 in March, as the leisure and hospitality sector posted a notable gain for the second consecutive month."
6,"Nonetheless, employment in this sector is still more than 3 million below its level at the onset of the pandemic."
7,"For the economy as a whole, payroll employment is 8.4 million below its pre-pandemic level."
8,"The unemployment rate remained elevated at 6 percent in March, and this figure understates the shortfall in employment, particularly as participation in the labor market remains notably below pre-pandemic levels."
9,Readings on inflation have increased and are likely to rise somewhat further before moderating.
10,"In the near term, 12-month measures of PCE inflation are expected to move above 2 percent as the very low readings from early in the pandemic fall out of the calculation and past increases in oil prices pass through to consumer energy prices."
11,"Beyond these effects, we are also likely to see upward pressure on prices from the rebound in spending as the economy continues to reopen, particularly if supply bottlenecks limit how quickly production can respond in the near term."
12,"However, these one-time increases in prices are likely to have only transitory effects on inflation."
13,"The Fed’s response to this crisis has been guided by our mandate to promote maximum employment and stable prices for the American people, along with our responsibilities to promote the stability of the financial system."
14,"As we say in our Statement on Longer-Run Goals and Monetary Policy Strategy, we view maximum employment as a broad-based and inclusive goal."
15,Our ability to achieve maximum employment in the years ahead depends importantly on having longer-term inflation expectations well anchored at 2 percent.
16,"As the Committee reiterated in today’s policy statement, with inflation running persistently below 2 percent, we will aim to achieve inflation moderately above 2 percent for some time so that inflation averages 2 percent over time and longer-term inflation expectations remain well anchored at 2 percent."
17,We expect to maintain an accommodative stance of monetary policy until these employment and inflation outcomes are achieved.
18,"With regard to interest rates, we continue to expect it will be appropriate to maintain the current 0 to ¼ percent target range for the federal funds rate until labor market conditions have reached levels consistent with the Committee’s assessment of maximum employment and inflation has risen to 2 percent and is on track to moderately exceed 2 percent for some time."
19,I would note that a transitory rise in inflation above 2 percent this year would not meet this standard.
20,"In addition, we will continue to increase our holdings of Treasury securities by at least $80 billion per month and of agency mortgage-backed securities by at least $40 billion per month until substantial further progress has been made toward our maximum-employment and price-stability goals."
21,Our guidance for interest rates and asset purchases ties the path of the federal funds rate and the size of the balance sheet to our employment and inflation goals.
22,This outcome-based guidance will ensure that the stance of monetary policy remains highly accommodative as the recovery progresses.
23,Economic activity and hiring have just recently picked up after slowing over the winter.
24,"But, you know, we’ve articulated particular guidance for tapering our asset purchases and for lifting off and raising interest rates."
25,"For interest rates, as I—as I said a moment ago, we want to see labor market conditions consistent with maximum employment, we want to see inflation at 2 percent, and we want to see it on track to exceed 2 percent."
