,sentence
0,"It is intended to insure against downside risks from weak global growth and trade policy uncertainty, to help offset the effects these factors are currently having on the economy, and to promote a faster return of inflation to our symmetric 2 percent objective."
1,"All of these objectives will support achievement of our overarching goal: to sustain the expansion, with a strong job market and inflation close to our objective, for the benefit of the American people."
2,And I’ll discuss the thinking behind today’s interest rate reduction and then turn to the path forward.
3,"As the year began, both the economy and monetary policy were in a good place."
4,"The unemployment rate was below 4 percent, and inflation had been running near our 2 percent objective for nine months."
5,Our interest rate target was at the low end of estimates of neutral.
6,"Over the first half of the year, the economy grew at a healthy pace and job gains pushed unemployment to near a half-century low."
7,This underscores for us the importance of sustaining the expansion so that the strong job market reaches more of those left behind.
8,"Through the course of the year, weak global growth, trade policy uncertainty, and muted inflation have prompted the FOMC to adjust its assessment of the appropriate path of interest rates."
9,"The median Committee participant’s assessments of the neutral rate of interest and the longer-run normal rate of unemployment have also declined this year, reinforcing the case for a somewhat lower path for our policy rate."
10,These changes in the anticipated path of interest rates have eased financial conditions and have supported the economy.
11,"Job growth was strong in June and, looking through month-to-month fluctuations, the data point to continued strength."
12,We expect job growth to be slower than last year but above what we believe is required to hold the unemployment rate steady.
13,GDP growth in the second quarter came in close to expectations.
14,"Foreign growth has disappointed, particularly in manufacturing and notably in the euro area and China."
15,The domestic inflation shortfall has continued.
16,"Core inflation, which excludes food and energy prices and is a better gauge of future developments than is total inflation, has run at 1.6 percent over the past 12 months."
17,We continue to expect that inflation will return over time to 2 percent.
18,"But domestic inflation pressures remain muted, and global disinflationary pressures persist."
19,"Wages are rising, but not at a pace that would put much upward pressure on inflation."
20,"We are mindful that inflation’s return to 2 percent may be further delayed, and that continued below-target inflation could lead to a worrisome and difficult-to-reverse downward slide in longer-term expectations."
21,"Over the year, however, incoming information on global growth, trade policy uncertainty, and muted inflation have led the Committee to gradually lower its assessments of the path of policy interest rate that would best support that outlook."
22,"Today, we judge that those factors warrant the policy adjustment I described: “As the Committee contemplates the future path of the target range for the federal funds rate, it will continue to monitor the implications of incoming information for the economic outlook and will act as appropriate to sustain the expansion, with a strong labor market and inflation near its symmetric 2 percent objective.” Thank you."
23,"In terms of the rest of your question, the Committee is really thinking of this as a way of adjusting policy to a somewhat more accommodative stance to further the three objectives that I mentioned: to insure against downside risks, to provide support to the economy, that those factors are—where factors are pushing down on economic growth, and then to support inflation."
24,"What we’ve been monitoring since the beginning of Chair Powell’s Press Conference FINAL the year is, effectively, downside risks to that outlook from weakening global growth, and we see that everywhere: weak manufacturing, weak global growth now, particularly in the European Union and China."
25,"In addition, we see trade policy developments, which at times have been disruptive and then have been less so, and also inflation running below target."
26,"You know, I—I really think it does, and I think the evidence of my eyes tells me that our policy does support—it supports confidence, it supports economic activity, household and business confidence, and through channels that we understand."
27,You see economic activity on a healthy basis.
28,"I mean, I think we—of course, you know, what we do at every meeting, as I noted, is, we do a deep dive into U.S. economic activity and global activity and, certainly, carefully went through U.S. economic activity, which there has been some positive and some negative, but, overall, the U.S. economy has shown resilience during the intermeeting period."
29,"But, again, the—the issue is more the downside risks and then the shortfall in inflation, and we’re trying to address those."
30,"We’ll be monitoring the evolution of trade uncertainty, of global growth, and of low inflation."
31,"So I gave three reasons for what we did, and that is to insure against downside risks to the outlook from weak global growth and trade tensions."
32,But we also feel like weak global growth and trade tensions are having an effect on the U.S. economy.
33,"You see it July 31, 2019 now in the second quarter: You see weak investment, you see weak manufacturing—so support Chair Powell’s Press Conference FINAL demand there and also to support return of inflation to 2 percent."
