,sentence
0,"Since the Committee met in July, the pace of job gains has been solid, the unemployment rate has declined, and overall labor market conditions have continued to improve."
1,"Inflation, however, has continued to run below our longer-run objective, partly reflecting declines in energy and import prices."
2,"While we still expect that the downward pressure on inflation from these factors will fade over time, recent global economic and financial developments are likely to put further downward pressure on inflation in the near term."
3,The Committee continues to anticipate that the first increase in the federal funds rate will be appropriate when it has seen some further improvement in the labor market and is reasonably confident that inflation will move back to its 2 percent objective over the medium term.
4,I will note that the importance of the initial increase should not be overstated: The stance of monetary policy will likely remain highly accommodative for quite some time after the initial increase in the federal funds rate in order to support continued progress toward our objectives of maximum employment and 2 percent inflation.
5,"Growth in business fixed investment was moderate, held down in part by a significant contraction in oil drilling activity as a result of the large drop in oil prices over the past year."
6,"Moreover, net exports were a substantial drag on GDP growth during the first half of the year, reflecting the earlier appreciation of the dollar and weaker foreign demand."
7,The Committee continues to expect a moderate pace of overall GDP growth even though the restraint from net exports is likely to persist for a time.
8,The labor market has shown further progress so far this year toward our objective of maximum employment.
9,"The unemployment rate, at 5.1 percent in August, was down 0.4 percent from the latest reading available at the time of our June meeting, although that decline was accompanied by some reduction in the labor force participation rate over the same period."
10,A broader measure of unemployment that includes individuals who want and are available to work but have not actively searched recently and people who are working part time but would rather work full time has continued to improve.
11,"That said, some cyclical weakness likely remains: While the unemployment rate is close to most FOMC participants’ estimates of the longer-run normal level, the participation rate is still below estimates of its underlying trend, involuntary part-time employment remains elevated, and wage growth remains subdued."
12,"Inflation has continued to run below our 2 percent objective, partly reflecting declines in energy and import prices."
13,My colleagues and I continue to expect that the effects of these factors on inflation will be transitory.
14,"However, the recent additional decline in oil prices and further appreciation of the dollar mean that it will take a bit more time for these effects to fully dissipate."
15,"Accordingly, the Committee anticipates that inflation will remain quite low in the coming months."
16,"As these temporary effects fade and, importantly, as the labor market improves further, we expect inflation to move gradually back toward our 2 percent objective."
17,Survey-based measures of longer-term inflation expectations have remained stable.
18,"However, the Committee has taken note of recent declines in market-based measures of inflation compensation and will continue to monitor inflation developments carefully."
19,"As always, each participant’s projections are conditioned on his or her own view of appropriate monetary policy."
20,"Reflecting upward revisions for the first half of the year, participants increased their projections for economic growth this year, compared with the projections made in conjunction with the June FOMC meeting."
21,"The median growth projection is 2.1 percent for this year and rises to 2.3 percent in 2016, somewhat above the median estimate of the longer-run normal growth rate."
22,"Thereafter, the median growth projection declines toward its longer-run rate."
23,The unemployment rate projections are a bit lower than in June.
24,"At the end of this year, the median unemployment rate projection stands at 5 percent, down 0.3 percent from June and close to the median estimate of the longer-run normal unemployment rate."
25,Committee participants generally see the unemployment rate declining a little further next year and then leveling out.
26,"Finally, FOMC participants project inflation to be very low this year, largely reflecting lower energy and non-energy import prices."
27,"As the transitory factors holding down inflation abate and labor market conditions continue to firm, the median inflation projection rises from just 0.4 percent this year to 1.7 percent next year and reaches 2 percent in 2018."
28,The path of the median inflation projections is a bit lower than in June.
