,sentence
0,We do this by steadfastly pursuing the goals Congress has given us: maximum employment and stable prices.
1,Today we decided to lower interest rates.
2,"Household spending—supported by a strong job market, rising incomes, and solid consumer confidence—has been the key driver of growth."
3,The main reasons appear to be slower growth abroad and trade policy developments—two sources of uncertainty that we’ve been monitoring all year.
4,"Since the middle of last year, the global growth outlook has weakened, notably in Europe and China."
5,"September 18, 2019 As seen from FOMC participants’ most recent projections, the median expectation for real GDP Chair Powell’s Press Conference FINAL growth remains near 2 percent this year and next before edging down toward its estimated longer-run value."
6,The job market remains strong.
7,"The unemployment rate has been near half-century lows for a year and a half, and job gains have remained solid in recent months."
8,"This underscores, for us, the importance of sustaining the expansion so that the strong job market reaches more of those left behind."
9,We expect the job market to remain strong.
10,The median of participants’ projections for the unemployment rate remains below 4 percent over the next several years.
11,Inflation continues to run below our symmetric 2 percent objective.
12,"Over the 12 months through July, total PCE inflation was 1.4 percent and core inflation, which excludes volatile food and energy prices, was 1.6 percent."
13,"We still expect inflation to rise to 2 percent; the median projection is 1.9 percent this year and 2 percent in 2021.1 However, inflation pressures clearly remain muted, and indicators of longer-term inflation expectations are at the lower end of their historical ranges."
14,We are mindful that continued below-target inflation could lead to an unwelcome downward slide in longer-term inflation expectations.
15,"Overall, as we say in our postmeeting statement, we continue to see sustained expansion of economic activity, strong labor market conditions, and inflation near our symmetric 2 percent 1 Chair Powell intended to say that the median projection is 1.9 percent next year."
16,"While this has been our outlook for quite some time, our views about Chair Powell’s Press Conference FINAL the path of interest rates that will best achieve these outcomes have changed significantly over the past year."
17,"As I mentioned, weakness in global growth and trade policy uncertainty have weighed on the economy and pose ongoing risks."
18,"These factors, in conjunction with muted inflation pressures, have led us to shift our views about appropriate monetary policy over time toward a lower path for the federal funds rate, and this shift has supported the outlook."
19,"Of course, this is the role of monetary policy—to adjust interest rates to maintain a strong labor market and keep inflation near our 2 percent objective."
20,"Today’s decision to lower the federal funds rate target by ¼ percent, to 1.75 percent to 2 percent, is appropriate in light of the global developments I mentioned as well as muted inflation pressures."
21,"The Fed has no role in the formulation of trade policy, but we do take into account anything that could materially affect the economy relative to our employment and inflation goals."
22,The future course of monetary policy will depend on how the economy evolves and what developments imply for the economic outlook and risks to the outlook.
23,Let me say a few words about our monetary policy operations.
24,"While these issues are important for market functioning and market Chair Powell’s Press Conference FINAL participants, they have no implications for the economy or the stance of monetary policy."
25,"In addition, as we have done in the past, we made a technical adjustment to the interest rate paid on required and excess reserve balances, setting it 20 basis points below the top of the target range for the federal funds rate."
26,"Consistent with our decision earlier this year to continue to implement monetary policy in an ample-reserves regime, we will, over time, provide a sufficient supply of reserves so that frequent operations are not required."
27,"To summarize, we are fully committed to pursuing our goals of maximum employment and stable prices."
28,"As the Committee contemplates the future path of the target range for the federal funds rate, it will continue to monitor the implications of incoming information for the economic outlook and will act as appropriate to sustain the expansion, with a strong labor market and inflation near its symmetric 2 percent objective."
29,"So, as you can see from our policy statement and from the SEP, we see a favorable economic outlook, with continued moderate growth, a strong labor market, and inflation near our 2 percent objective."
30,"As our statement also highlights, though, there are risks to this positive outlook due particularly to weak global growth and trade developments."
31,"We’ve seen—you know, if you look at the things we’re monitoring, particularly global growth and trade developments, global growth has continued to weaken."
32,"So I told you where the Committee—the bulk of the Committee is going, meeting by meeting, and I think the main takeaway is that this is a Committee that has shifted its policy stance repeatedly, September 18, 2019 consistently, through the course of the year to support economic activity as it has felt that it’s Chair Powell’s Press Conference FINAL appropriate."
33,"The strains in the money markets reflect forces that we saw coming, and they just had a bigger effect than I think most folks anticipated—strong demand for cash to purchase Treasuries and pay corporate taxes."
