,sentence
0,"The Committee also clarified its guidance on interest rates, emphasizing that the current near-zero range for the federal funds rate target likely will remain appropriate well past the time that the unemployment rate declines below 6½ percent, especially if projected inflation continues to run below the Committee’s 2 percent longer-run goal."
1,"Notably, despite significant fiscal headwinds, the economy has been expanding at a moderate pace, and we expect that growth will pick up somewhat in coming quarters, helped by highly accommodative monetary policy and waning fiscal drag."
2,"The job market has continued to improve, with the unemployment rate having declined further."
3,"At the same time, the recovery clearly remains far from complete, with unemployment still elevated and with both underemployment and long-term unemployment still major concerns."
4,Inflation has been running below the Committee’s longer-run objective of 2 percent.
5,The Committee recognizes that inflation persistently below its objective could pose risks to economic performance and is monitoring inflation developments carefully for evidence that inflation will move back toward its objective over time.
6,"As always, each participant’s projections are conditioned on his or her own view of appropriate monetary policy."
7,FOMC participants generally expect economic growth to pick up somewhat over the next few years.
8,"Their projections for increases in gross domestic product have a central tendency of 2.2 to 2.3 percent for 2013, rising to between 2.8 and 3.2 percent for next year, with similar growth estimates for 2015 and 2016."
9,"Participants see the unemployment rate, which was 7 percent in November, as continuing to decline."
10,The central tendency of the projections has the unemployment rate falling to between 6.3 and 6.6 percent in the fourth quarter of 2014 and then to between 5.3 and 5.8 percent by the final quarter of 2016.
11,"Meanwhile, FOMC participants continue to see inflation running below our 2 percent objective for a time but moving gradually back toward 2 percent as the economy expands."
12,"The central tendency of their inflation projections for 2013 is 0.9 to 1.0 percent, rising to 1.4 to 1.6 percent for next year and to between 1.7 and 2.0 percent in 2016."
13,"When we began the asset purchase program in September 2012, we said that we would continue purchases until the outlook for the labor market had improved substantially in a context of price stability."
14,"For example, since we began the current purchase program, the economy has added about 2.9 million jobs and the unemployment rate has fallen by more than a percentage point, to 7 percent."
15,"For comparison, when we started the program, many forecasters saw the unemployment rate remaining near 8 percent throughout 2014."
16,Recent economic indicators have increased our confidence that the job market gains will continue.
17,"For example, nonfarm payrolls have recently been increasing at a pace of about 200,000 jobs per month, and the unemployment rate has fallen by 0.6 percentage point since June."
18,"With fiscal restraint likely diminishing and with signs that household spending is picking up, we expect economic growth to be strong enough to support further job gains."
19,"Further, FOMC participants now see the risks around their forecasts of growth and unemployment as having become more nearly balanced, rather than tilted in an unfavorable direction as they were at the inception of the asset purchase program."
20,"Our sizable and still-increasing holdings will continue to put downward pressure on longer-term interest rates, support mortgage markets, and make financial conditions more accommodative, which in turn should promote further progress in the labor market and help move inflation back toward the Committee’s objective of 2 percent."
21,"If the incoming data broadly support the Committee’s outlook for employment and inflation, we will likely reduce the pace of securities purchases in further measured steps at future meetings."
22,"With unemployment still well above its longer-run normal rate, which Committee participants currently estimate to be between 5.2 and 5.8 percent, and with inflation continuing to run below the Committee’s 2 percent longer-term objective, highly accommodative monetary policy remains appropriate."
23,"For the past year, the Committee has said that the current low target range for the federal funds rate would be appropriate at least as long as the unemployment rate remained above 6½ percent, inflation was projected to be no more than half a percentage point above our 2 percent longer-run goal, and longer-term inflation expectations remained well anchored."
24,"With many FOMC participants now projecting that the 6½ percent unemployment threshold will be reached by the end of 2014, the Committee decided to provide additional information about how it expects its policies to evolve after the threshold is crossed."
25,"Based on its assessment of current conditions and the outlook, which is informed by a range of indicators, including measures of labor market conditions, financial conditions, and inflation pressures, the Committee now anticipates it will likely be appropriate to maintain the current federal funds rate target well past the time that the unemployment rate declines to below 6½ percent, especially if projected inflation continues to run below its 2 percent goal."
26,"In part, this expectation reflects our assessment, based on a comprehensive set of indicators, that there will still be a substantial amount of slack in the labor market when the unemployment rate falls to 6½ percent."
27,"This continuing job market slack imposes heavy costs on the unemployed and the underemployed and their families and reduces our nation’s productive capacity, warranting our ongoing highly accommodative policy."
28,"But, as the last phrase of the enhanced guidance underscores, the prospects for inflation provide another reason to keep policy accommodative."
29,"The Committee is determined to avoid inflation that is too low as well as inflation that is too high, and it anticipates keeping rates low at least until it sees inflation clearly moving back toward its 2 percent objective."
30,"Although the central tendency of the projected unemployment rate for the fourth quarter of next year encompasses 6½ percent, 15 of 17 FOMC participants do not expect a rate increase before 2015."
