,sentence
0,My colleagues and I are strongly committed to bringing inflation back down to our 2 percent goal.
1,We have both the tools we need and the resolve that it will take to restore price stability on behalf of American families and businesses.
2,Price stability is the responsibility of the Federal Reserve and serves as the bedrock of our economy.
3,"Without price stability, the economy does not work for anyone."
4,"In particular, without price stability, we will not achieve a sustained period of strong labor market conditions that benefit all."
5,"Today the FOMC raised its policy interest rate by ¾ percentage point, and we anticipate that ongoing increases will be appropriate."
6,We are moving our policy stance purposefully to a level that will be sufficiently restrictive to return inflation to 2 percent.
7,I will have more to say about today’s monetary policy actions after briefly reviewing economic developments.
8,"The U.S. economy has slowed from the historically high growth rates of 2021, which reflected the reopening of the economy following the pandemic recession."
9,Recent indicators point to modest growth of spending and production.
10,"Growth in consumer spending has slowed from last year’s rapid pace, in part reflecting lower real disposable income and tighter financial conditions."
11,"Higher interest rates and slower output growth also appear to be weighing on business fixed investment, while weaker economic growth abroad is restraining exports."
12,"As shown in our Summary of Economic Projections, since June, FOMC participants have marked down their projections for economic activity, with the median projection for real GDP growth standing at just 0.2 percent this year and 1.2 percent next year, well below the median estimate of the longer-run normal growth rate."
13,"Despite the slowdown in growth, the labor market has remained extremely tight, with the unemployment rate near a 50-year low, job vacancies near historical highs, and wage growth elevated."
14,"Job gains have been robust, with employment rising by an average of 378,000 jobs per month over the last three months."
15,"The labor market continues to be out of balance, with demand for workers substantially exceeding the supply of available workers."
16,"FOMC participants expect supply and demand conditions in the labor market to come into better balance over time, easing the upward pressure on wages and prices."
17,"The median projection in the SEP for the unemployment rate rises to 4.4 percent at the end of next year, ½ percentage point higher than in the June projections."
18,"Over the next three years, the median unemployment rate runs above the median estimate of its longer-run normal level."
19,Inflation remains well above our 2 percent longer-run goal.
20,"Over the 12 months ending in July, total PCE prices rose 6.3 percent; excluding the volatile food and energy categories, core PCE prices rose 4.6 percent."
21,"In August, the 12-month change in the consumer price index was 8.3 percent, and the change in the core CPI was 6.3 percent."
22,Price pressures remain evident across a broad range of goods and services.
23,"Although gasoline prices have turned down in recent months, they remain well above year-earlier levels, in part reflecting Russia’s war against Ukraine, which has boosted prices for energy and food and has created additional upward pressure on inflation."
24,"The median projection in the SEP for total PCE inflation is 5.4 percent this year and falls to 2.8 percent next year, 2.3 percent in 2024, and 2 percent in 2025."
25,Participants continue to see risks to inflation as weighted to the upside.
26,"Despite elevated inflation, longer-term inflation expectations appear to remain well anchored, as reflected in a broad range of surveys of households, businesses, and forecasters as well as measures from financial markets."
27,"But that is not grounds for complacency; the longer the current bout of high inflation continues, the greater the chance that expectations of higher inflation will become entrenched."
28,The Fed’s monetary policy actions are guided by our mandate to promote maximum employment and stable prices for the American people.
