,sentence
0,"The Committee’s baseline expectations for economic activity, the labor market, and inflation have not changed much since December: With appropriate monetary policy, we continue to expect moderate economic growth, further labor market improvement, and a return of inflation to our 2 percent objective in two to three years."
1,"The unemployment rate was 4.9 percent in the first two months of the year, about in line with the median of FOMC participants’ estimates of its longer-run normal level."
2,A broader measure of unemployment that includes individuals who want and are available to work but have not actively searched recently and people who are working part time but would rather work full time has continued to improve.
3,"But there is still room for improvement: Involuntary part-time employment remains somewhat elevated, and wage growth has yet to show a sustained pickup."
4,The improvement in employment conditions so far this year has occurred as economic growth appears to have picked up from the modest pace seen in the fourth quarter of last year.
5,"Household spending is expanding at a moderate rate, supported by continued job gains and increases in inflation-adjusted incomes."
6,"In contrast, business investment has been weak, in part reflecting further reductions in oil drilling as a result of low oil prices."
7,Net exports also remain soft as a consequence of subdued foreign growth and the earlier appreciation of the dollar.
8,"Looking ahead, the Committee expects that, with gradual adjustments in the stance of monetary policy, economic activity will continue to expand at a moderate pace and labor market indicators will continue to strengthen."
9,Ongoing economic growth and additional strengthening in labor market conditions are important factors underpinning the inflation outlook.
10,"Overall consumer price inflation—as measured by the price index for personal consumption expenditures—stepped up to 1¼ percent over the 12 months ending in January, as the sharp decline in energy prices around the end of 2014 dropped out of the year-over-year figures."
11,"Core inflation, which excludes energy and food prices, has also picked up, although it remains to be seen if this firming will be sustained."
12,"In particular, the earlier declines in energy prices and appreciation of the dollar could well continue to weigh on overall consumer prices."
13,"But once these transitory influences fade and as the labor market strengthens further, the Committee expects inflation to rise to 2 percent over the next two to three years."
14,The Committee’s inflation outlook rests importantly on its judgment that longer-run inflation expectations remain reasonably well anchored.
15,"However, the stability of longer-run inflation expectations cannot be taken for granted."
16,"Survey-based measures of longer-run inflation expectations are little changed, on balance, in recent months, although some remain near historically low levels."
17,Market-based measures of inflation compensation also remain low.
18,Movements in these indicators reflect many factors and therefore may not provide an accurate reading on changes in the inflation expectations that are most relevant for wage and price setting.
19,"Nonetheless, our statement continues to emphasize that, in considering future policy decisions, we will carefully monitor actual and expected progress toward our inflation goal."
20,"As always, each participant’s projections are conditioned on his or own—his or her own view of appropriate monetary policy, which, in turn, depends on each person’s assessment of the multitude of factors that shape the outlook."
21,Participants’ projections for growth of inflation-adjusted gross domestic product or GDP are just a touch lower than the projections made in conjunction with the December FOMC meeting.
22,"The median growth projection edges down from 2.2 percent this year to 2 percent in 2018, in line with its estimated longer-run rate."
23,"The median projection for the unemployment rate falls from 4.7 at the end of this year to 4.5 percent at the end of 2018, somewhat below the median assessment of the longer-run normal unemployment rate."
24,"The median path of the unemployment rate is a little lower than in December, in part reflecting a slightly lower median estimate of the longer-run normal unemployment rate."
25,"Finally, with the transitory factors holding down inflation expected to abate and labor market conditions anticipated to strengthen further, the median inflation projection rises from 1.2 percent this year to 1.9 percent next year and 2 percent in 2018."
26,"The median inflation projection for this year is a little lower than in December, but thereafter the median projections are unchanged."
27,"In addition, economic growth abroad appears to be running at a somewhat softer pace than previously expected."
28,"One reason for this is that market expectations for the path of policy interest rates have moved down, and the accompanying decline in longer-term interest rates should help cushion any possible adverse effects on domestic economic activity."
29,"Indeed, while stock prices have fallen slightly since the December meeting and spreads of investment-grade corporate bond yields over those on comparable-maturity Treasury securities have risen, mortgage rates and corporate borrowing costs have moved lower."
