,sentence
0,"This accommodative policy should support some further strengthening in the job market and a return to 2 percent inflation, consistent with our statutory objectives."
1,"As we expected, and smoothing through some variation from quarter to quarter, economic activity has been rising moderately so far this year."
2,Household spending has been supported by ongoing strength in the job market.
3,"In the third quarter, however, economic growth will be held down by the severe disruptions caused by Hurricanes Harvey, Irma, and Maria."
4,"As activity resumes and rebuilding gets under way, growth likely will bounce back."
5,"In the labor market, job gains averaged 185,000 per month over the three months ending in August—a solid rate of growth that remained well above estimates of the pace necessary to absorb new entrants to the labor force."
6,"We know from some timely indicators, such as initial claims for unemployment insurance, that the hurricanes severely disrupted the labor market in the affected areas, and payroll employment may be substantially affected in September."
7,"Meanwhile, the unemployment rate has stayed low in recent months and, at 4.4 percent in August, was modestly below the median of FOMC participants’ estimates of its longer-run normal level."
8,We expect that the job market will strengthen somewhat further.
9,"Turning to inflation, the 12-month change in the price index for personal consumption expenditures was 1.4 percent in July, down noticeably from earlier in the year."
10,Core inflation—which excludes the volatile food and energy categories—has also moved lower.
11,"For quite some time, inflation has been running below the Committee’s 2 percent longer-run objective."
12,"However, we believe this year’s shortfall in inflation primarily reflects developments that are largely unrelated to broader economic conditions."
13,"For example, one-off reductions earlier this year in certain categories of prices, such as wireless telephone services, are currently holding down inflation, but these effects should be transitory."
14,"Such developments are not uncommon and, as long as inflation expectations remain reasonably well anchored, are not of great concern from a policy perspective because their effects fade away."
15,"Similarly, the recent hurricane-related increases in gasoline prices will likely boost inflation, but only temporarily."
16,"More broadly, with employment near assessments of its maximum sustainable level and the labor market continuing to strengthen, the Committee continues to expect inflation to move up and stabilize around 2 percent over the next couple of years, in line with our longer-run objective."
17,"Nonetheless, our understanding of the forces driving inflation is imperfect, and in light of the unexpected lower inflation readings this year, the Committee is monitoring inflation developments closely."
18,"As always, the Committee is prepared to adjust monetary policy as needed to achieve its inflation and employment objectives over the medium term."
19,"As always, participants conditioned their projections on their own individual views of appropriate monetary policy, which, in turn, depend on each participant’s assessments of the many factors that shape the outlook."
20,"The median projection for growth of inflation-adjusted gross domestic product, or real GDP, is 2.4 percent this year and about 2 percent in 2018 and 2019."
21,"By 2020, the median growth projection moderates to 1.8 percent, in line with its estimated longer-run rate."
